outcode,latitude,longitude
BH5,50.725266752000046,-1.832164972
BH6,50.72763901333338,-1.8020174076190454
BH7,50.736434074829866,-1.826283942176871
BH8,50.74207573651773,-1.8518257734976886
BH9,50.74966117514965,-1.8727013832335335
BH10,50.7595377270955,-1.892836364522419
BH11,50.76281247490351,-1.9203505791505795
BH12,50.7373622503329,-1.9276619813581894
BH13,50.70894685185187,-1.9205245185185176
BH14,50.7214280049669,-1.94467809768212
BH15,50.722431084523805,-1.9855094702380938
BH16,50.74042404156479,-2.0474540806845964
BH17,50.74690725400458,-1.9803998581235687
BH18,50.759652831081084,-1.9988110202702698
BH19,50.6116263387681,-1.970992193840579
BH20,50.68728804709142,-2.149239882271468
BH21,50.81230565922916,-1.9745164543610498
BH22,50.80505311640957,-1.8885495511921453
BH23,50.74757158197748,-1.7543540813516927
BH24,50.843113264452626,-1.7885854575645757
BH25,50.75280871072322,-1.658026140897756
BH31,50.876505946843835,-1.8731513787375416
